"S.NO","ID","PHYLA","CLASS","ORDER","FAMILY","GENUS","SPECIES","STRAIN","ENVIRONMENT","PLANTSPHERE","HOST PHENOTYPE","PGPT BLAST-HMM COUNT","KEGG/IMG PGPT COUNT","IMG ISOLATION SITE","IMG SAMPLE ID","GENOME SIZE","GENE COUNT","IMG PROTEIN_COUNT","IS PUBLIC","IMG SEUQNECING STATUS","NCBI TAX ID","NCBI BIOPROJECT ID","NCBI BIOSAMPLE ID","NCBI REFSEQ ID","NCBI GBK ID","NCBI ASSEMBLY ID","NCBI WGS","NCBI LINK"
"352","PAB_0000000355","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY2A9","Plants","not_announced","not_announced","not_announced","874","Dactylis glomerata|Dactylis glomerata","2873967505","3383516","3424","3361","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438812","GCF_002931475.1","GCA_002931475.1","ASM293147v1","PSUI00000000.1","link"
"353","PAB_0000000356","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi Z007","Plants","not_announced","not_announced","not_announced","856","Dactylis glomerata|Dactylis glomerata","2873975627","3055270","3038","2979","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438726","GCF_002933215.1","GCA_002933215.1","ASM293321v1","PSXQ00000000.1","link"
"354","PAB_0000000357","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi CS6","Plants","not_announced","not_announced","not_announced","860","Dactylis glomerata|Dactylis glomerata","2873980972","3190266","3247","3187","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438725","GCF_002933255.1","GCA_002933255.1","ASM293325v1","PSXR00000000.1","link"
"355","PAB_0000000358","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1H5","Plants","not_announced","not_announced","not_announced","853","Lolium multiflorum|Lolium multiflorum","2873986522","3056583","3057","2997","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438801","GCF_002931935.1","GCA_002931935.1","ASM293193v1","PSUT00000000.1","link"
"356","PAB_0000000359","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1A8","Plants","not_announced","not_announced","not_announced","867","Dactylis glomerata|Dactylis glomerata","2876249261","3201429","3232","3168","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438753","GCF_002932895.1","GCA_002932895.1","ASM293289v1","PSWP00000000.1","link"
"357","PAB_0000000360","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1A1","Rathayibacter sp. AY1A1","Plants","not_announced","not_announced","not_announced","994","Lolium perenne|Lolium perenne","2861885461","3519212","3398","3337","Yes","Permanent Draft","2080519","PRJNA432233","SAMN08321535","GCF_002931015.1","GCA_002931015.1","ASM293101v1","PSXV00000000.1","link"
"358","PAB_0000000361","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1A2","Rathayibacter sp. AY1A2","Plants","not_announced","not_announced","not_announced","984","Lolium perenne|Lolium perenne","2861888860","3520296","3454","3391","Yes","Permanent Draft","2080520","PRJNA432233","SAMN08321536","GCF_002930935.1","GCA_002930935.1","ASM293093v1","PSTP00000000.1","link"
"359","PAB_0000000362","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1A3","Rathayibacter sp. AY1A3","Plants","not_announced","not_announced","not_announced","1091","Lolium perenne|Lolium perenne","2846105011","3716833","3550","3487","Yes","Permanent Draft","2080521","PRJNA432233","SAMN08321537","GCF_002930975.1","GCA_002930975.1","ASM293097v1","PSTO00000000.1","link"
"360","PAB_0000000363","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1A4","Rathayibacter sp. AY1A4","Plants","not_announced","not_announced","not_announced","994","Lolium perenne|Lolium perenne","2861858173","3553245","3460","3399","Yes","Permanent Draft","2080522","PRJNA432233","SAMN08322058","GCF_002930955.1","GCA_002930955.1","ASM293095v1","PSTN00000000.1","link"
"361","PAB_0000000364","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1A5","Rathayibacter sp. AY1A5","Plants","not_announced","not_announced","not_announced","986","Lolium perenne|Lolium perenne","2861937770","3489824","3374","3315","Yes","Permanent Draft","2080523","PRJNA432233","SAMN08322059","GCF_002930875.1","GCA_002930875.1","ASM293087v1","PSTM00000000.1","link"
"362","PAB_0000000365","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1A7","Rathayibacter sp. AY1A7","Plants","not_announced","not_announced","not_announced","985","Lolium perenne|Lolium perenne","2857997409","3634034","3518","3455","Yes","Permanent Draft","2080524","PRJNA432233","SAMN08322068","GCF_002930845.1","GCA_002930845.1","ASM293084v1","PSTL00000000.1","link"
"363","PAB_0000000366","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1B1","Rathayibacter sp. AY1B1","Plants","not_announced","not_announced","not_announced","996","Dactylis glomerata|Dactylis glomerata","2850162184","3491966","3403","3343","Yes","Permanent Draft","2080528","PRJNA432233","SAMN08438754","GCF_002932825.1","GCA_002932825.1","ASM293282v1","PSWO00000000.1","link"
"364","PAB_0000000367","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1B4","Rathayibacter sp. AY1B4","Plants","not_announced","not_announced","not_announced","1007","Lolium multiflorum|Lolium multiflorum","2861916925","3539003","3415","3354","Yes","Permanent Draft","2080529","PRJNA432233","SAMN08438755","GCF_002932815.1","GCA_002932815.1","ASM293281v1","PSWN00000000.1","link"
"365","PAB_0000000368","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1B5","Rathayibacter sp. AY1B5","Plants","not_announced","not_announced","not_announced","1016","Lolium perenne|Lolium perenne","2858020429","3673503","3588","3526","Yes","Permanent Draft","2080530","PRJNA432233","SAMN08438756","GCF_002932795.1","GCA_002932795.1","ASM293279v1","PSWM00000000.1","link"
"366","PAB_0000000369","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1B6","Rathayibacter sp. AY1B6","Plants","not_announced","not_announced","not_announced","997","Lolium perenne|Lolium perenne","2868618744","3490063","3388","3325","Yes","Permanent Draft","2080531","PRJNA432233","SAMN08438757","GCF_002932755.1","GCA_002932755.1","ASM293275v1","PSWL00000000.1","link"
"367","PAB_0000000370","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1B7","Rathayibacter sp. AY1B7","Plants","not_announced","not_announced","not_announced","980","Lolium perenne|Lolium perenne","2857993920","3572326","3488","3426","Yes","Permanent Draft","2080532","PRJNA432233","SAMN08438758","GCF_002932735.1","GCA_002932735.1","ASM293273v1","PSWK00000000.1","link"
"368","PAB_0000000371","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1B8","Rathayibacter sp. AY1B8","Plants","not_announced","not_announced","not_announced","994","Lolium perenne|Lolium perenne","2861913514","3510234","3410","3345","Yes","Permanent Draft","2080533","PRJNA432233","SAMN08438759","GCF_002932775.1","GCA_002932775.1","ASM293277v1","PSWJ00000000.1","link"
"369","PAB_0000000372","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1C1","Rathayibacter sp. AY1C1","Plants","not_announced","not_announced","not_announced","993","Lolium perenne|Lolium perenne","2861934248","3600018","3521","3461","Yes","Permanent Draft","2080534","PRJNA432233","SAMN08438761","GCF_002932105.1","GCA_002932105.1","ASM293210v1","PSWH00000000.1","link"
"370","PAB_0000000373","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1C2","Rathayibacter sp. AY1C2","Plants","not_announced","not_announced","not_announced","988","Lolium perenne|Lolium perenne","2861882146","3439740","3314","3254","Yes","Permanent Draft","2080535","PRJNA432233","SAMN08438762","GCF_002931195.1","GCA_002931195.1","ASM293119v1","PSWG00000000.1","link"
"371","PAB_0000000374","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1C3","Rathayibacter sp. AY1C3","Plants","not_announced","not_announced","not_announced","1003","Lolium perenne|Lolium perenne","2861930800","3549155","3447","3387","Yes","Permanent Draft","2080536","PRJNA432233","SAMN08438763","GCF_002932255.1","GCA_002932255.1","ASM293225v1","PSWF00000000.1","link"
"372","PAB_0000000375","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1C4","Rathayibacter sp. AY1C4","Plants","not_announced","not_announced","not_announced","987","Lolium perenne|Lolium perenne","2861910088","3549997","3425","3363","Yes","Permanent Draft","2080537","PRJNA432233","SAMN08438764","GCF_002932195.1","GCA_002932195.1","ASM293219v1","PSWE00000000.1","link"
"373","PAB_0000000376","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1C5","Rathayibacter sp. AY1C5","Plants","not_announced","not_announced","not_announced","991","Lolium perenne|Lolium perenne","2861906480","3650703","3607","3545","Yes","Permanent Draft","2080538","PRJNA432233","SAMN08438765","GCF_002931705.1","GCA_002931705.1","ASM293170v1","PSWD00000000.1","link"
"374","PAB_0000000377","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1C6","Rathayibacter sp. AY1C6","Plants","not_announced","not_announced","not_announced","1003","Lolium perenne|Lolium perenne","2861878781","3512721","3364","3304","Yes","Permanent Draft","2080539","PRJNA432233","SAMN08438766","GCF_002931535.1","GCA_002931535.1","ASM293153v1","PSWC00000000.1","link"
"375","PAB_0000000378","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1C7","Rathayibacter sp. AY1C7","Plants","not_announced","not_announced","not_announced","995","Lolium perenne|Lolium perenne","2861875371","3511467","3409","3346","Yes","Permanent Draft","2080540","PRJNA432233","SAMN08438767","GCF_002931865.1","GCA_002931865.1","ASM293186v1","PSWB00000000.1","link"
"376","PAB_0000000379","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1C9","Rathayibacter sp. AY1C9","Plants","not_announced","not_announced","not_announced","990","Lolium perenne|Lolium perenne","2861854686","3564279","3486","3426","Yes","Permanent Draft","2080541","PRJNA432233","SAMN08438769","GCF_002932315.1","GCA_002932315.1","ASM293231v1","PSVZ00000000.1","link"
"377","PAB_0000000380","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1D1","Rathayibacter sp. AY1D1","Plants","not_announced","not_announced","not_announced","985","Lolium perenne|Lolium perenne","2861902888","3663794","3591","3532","Yes","Permanent Draft","2080542","PRJNA432233","SAMN08438770","GCF_002932635.1","GCA_002932635.1","ASM293263v1","PSVY00000000.1","link"
"378","PAB_0000000381","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1D2","Rathayibacter sp. AY1D2","Plants","not_announced","not_announced","not_announced","1027","Lolium perenne|Lolium perenne","2876252494","3689853","3652","3587","Yes","Permanent Draft","2080543","PRJNA432233","SAMN08438771","GCF_002932695.1","GCA_002932695.1","ASM293269v1","PSVX00000000.1","link"
"379","PAB_0000000382","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1D3","Rathayibacter sp. AY1D3","Plants","not_announced","not_announced","not_announced","997","Lolium perenne|Lolium perenne","2861927271","3613323","3528","3467","Yes","Permanent Draft","2080544","PRJNA432233","SAMN08438772","GCF_002932595.1","GCA_002932595.1","ASM293259v1","PSVW00000000.1","link"
"380","PAB_0000000383","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1D4","Rathayibacter sp. AY1D4","Plants","not_announced","not_announced","not_announced","1009","Lolium perenne|Lolium perenne","2850225853","3591361","3488","3426","Yes","Permanent Draft","2080545","PRJNA432233","SAMN08438773","GCF_002932555.1","GCA_002932555.1","ASM293255v1","PSVV00000000.1","link"
"381","PAB_0000000384","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1D5","Rathayibacter sp. AY1D5","Plants","not_announced","not_announced","not_announced","1035","Lolium perenne|Lolium perenne","2861923736","3607785","3534","3469","Yes","Permanent Draft","2080546","PRJNA432233","SAMN08438774","GCF_002932515.1","GCA_002932515.1","ASM293251v1","PSVU00000000.1","link"
"382","PAB_0000000385","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1D7","Rathayibacter sp. AY1D7","Plants","not_announced","not_announced","not_announced","1018","Lolium multiflorum|Lolium multiflorum","2843441821","3743743","3729","3667","Yes","Permanent Draft","2080547","PRJNA432233","SAMN08438776","GCF_002932425.1","GCA_002932425.1","ASM293242v1","PSVS00000000.1","link"
"383","PAB_0000000386","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1D9","Rathayibacter sp. AY1D9","Plants","not_announced","not_announced","not_announced","969","Lolium perenne|Lolium perenne","2861920341","3466638","3394","3332","Yes","Permanent Draft","2080548","PRJNA432233","SAMN08438778","GCF_002932395.1","GCA_002932395.1","ASM293239v1","PSVQ00000000.1","link"
"384","PAB_0000000387","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1E1","Rathayibacter sp. AY1E1","Plants","not_announced","not_announced","not_announced","1008","Lolium perenne|Lolium perenne","2871313644","3611515","3532","3468","Yes","Permanent Draft","2080549","PRJNA432233","SAMN08438779","GCF_002932355.1","GCA_002932355.1","ASM293235v1","PSVP00000000.1","link"
"385","PAB_0000000388","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1E2","Rathayibacter sp. AY1E2","Plants","not_announced","not_announced","not_announced","1034","Lolium perenne|Lolium perenne","2868642029","3540869","3388","3327","Yes","Permanent Draft","2080550","PRJNA432233","SAMN08438780","GCF_002932325.1","GCA_002932325.1","ASM293232v1","PSVO00000000.1","link"
"386","PAB_0000000389","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1E3","Rathayibacter sp. AY1E3","Plants","not_announced","not_announced","not_announced","982","Lolium perenne|Lolium perenne","2854422478","3527205","3429","3367","Yes","Permanent Draft","2080551","PRJNA432233","SAMN08438781","GCF_002932235.1","GCA_002932235.1","ASM293223v1","PSVN00000000.1","link"
"387","PAB_0000000390","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1E4","Rathayibacter sp. AY1E4","Plants","not_announced","not_announced","not_announced","992","Lolium perenne|Lolium perenne","2868625623","3556340","3467","3406","Yes","Permanent Draft","2080552","PRJNA432233","SAMN08438782","GCF_002932245.1","GCA_002932245.1","ASM293224v1","PSVM00000000.1","link"
"388","PAB_0000000391","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1E5","Rathayibacter sp. AY1E5","Plants","not_announced","not_announced","not_announced","987","Lolium multiflorum|Lolium multiflorum","2861899422","3568458","3465","3405","Yes","Permanent Draft","2080553","PRJNA432233","SAMN08438783","GCF_002931825.1","GCA_002931825.1","ASM293182v1","PSVL00000000.1","link"
"389","PAB_0000000392","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1E6","Rathayibacter sp. AY1E6","Plants","not_announced","not_announced","not_announced","975","Lolium multiflorum|Lolium multiflorum","2861872011","3485306","3359","3299","Yes","Permanent Draft","2080554","PRJNA432233","SAMN08438784","GCF_002931115.1","GCA_002931115.1","ASM293111v1","PSVK00000000.1","link"
"390","PAB_0000000393","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1E8","Rathayibacter sp. AY1E8","Plants","not_announced","not_announced","not_announced","1010","Lolium perenne|Lolium perenne","2858049306","3563042","3504","3439","Yes","Permanent Draft","2080555","PRJNA432233","SAMN08438786","GCF_002931415.1","GCA_002931415.1","ASM293141v1","PSVI00000000.1","link"
"391","PAB_0000000394","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. AY1E9","Rathayibacter sp. AY1E9","Plants","not_announced","not_announced","not_announced","995","Lolium perenne|Lolium perenne","2861868551","3560125","3459","3397","Yes","Permanent Draft","2080556","PRJNA432233","SAMN08438787","GCF_002931695.1","GCA_002931695.1","ASM293169v1","PSVH00000000.1","link"
